LULC,NAME,HABITAT,FP,PS,SC,MU,BUE,ONVA,MI,AQ,PO,SY,RC,OTCR,CF,CI,OPCR,CT,RVL,RLT,RMT,RHT,RRD,EGI
27,CE-FRF,0.776,0.1770600000078,0.1708199999999999,0.1840800000077999,0.1068600000078,0.2028000000078,0.1162200000077999,0.2324399999921999,0.1731599999999999,0.1770600000078,0.2028000000078,0.1879799999922,0.1739399999921999,0.1513200000077999,0.14976,0.1560000000077999,0.18018,0.1411799999922,0.1809599999921999,0.1996799999922,0.2145000000077999,0.18252,0.15444
28,CE-SVF,0.768,0.1831133333414,0.1766599999999999,0.1903733333414,0.1105133333414,0.2097333333414,0.1201933333413999,0.2403866666585999,0.17908,0.1831133333414,0.2097333333414,0.1944066666585999,0.1798866666585999,0.1564933333413999,0.15488,0.1613333333414,0.18634,0.1460066666586,0.1871466666586,0.2065066666586,0.2218333333413999,0.18876,0.15972
29,CE-MG,0.792,0.1649533333406,0.1591399999999999,0.1714933333405999,0.0995533333405999,0.1889333333405999,0.1082733333405999,0.2165466666593999,0.1613199999999999,0.1649533333406,0.1889333333405999,0.1751266666593999,0.1620466666593999,0.1409733333405999,0.1395199999999999,0.1453333333405999,0.1678599999999999,0.1315266666594,0.1685866666593999,0.1860266666594,0.1998333333405999,0.17004,0.1438799999999999
30,CE-FLF,0.784,0.1710066666742,0.16498,0.1777866666741999,0.1032066666741999,0.1958666666742,0.1122466666741999,0.2244933333257999,0.1672399999999999,0.1710066666742,0.1958666666742,0.1815533333257999,0.1679933333257999,0.1461466666741999,0.14464,0.1506666666741999,0.1740199999999999,0.1363533333258,0.1747733333257999,0.1928533333257999,0.2071666666741999,0.17628,0.14916
31,CE-WS,0.7653333333600001,0.1851311110990888,0.1786066666471999,0.1924711110982888,0.1117311111070888,0.2120444444294888,0.1215177777726888,0.243035555520911,0.1810533333135999,0.1851311110990888,0.2120444444294888,0.196548888859311,0.181868888860911,0.1582177777686888,0.1565866666495999,0.1631111111014888,0.1883933333127999,0.1476155555313111,0.189208888860111,0.208782222191311,0.2242777777614888,0.1908399999791999,0.1614799999823999
32,CE-WE,0.7786666666400001,0.1750422222501111,0.1688733333527999,0.181982222250911,0.105642222242111,0.200488888919711,0.114895555576511,0.2297911111298888,0.1711866666863999,0.1750422222501111,0.200488888919711,0.1858377777914888,0.1719577777898888,0.149595555580511,0.1480533333503999,0.154222222247711,0.1781266666871999,0.1395711111194888,0.1788977777906888,0.1974044444594888,0.212055555587711,0.1804400000207999,0.1526800000175999
33,CE-GR,0.7493333333600001,0.1972377777662888,0.1902866666471999,0.2050577777654888,0.1190377777742888,0.2259111110966888,0.1294644444398888,0.258928888853711,0.1928933333135999,0.1972377777662888,0.2259111110966888,0.209402222192111,0.193762222193711,0.1685644444358888,0.1668266666495999,0.1737777777686888,0.2007133333127999,0.157268888864111,0.201582222192911,0.222435555524111,0.2389444444286888,0.2033199999791999,0.1720399999823999
34,CE-SF,0.71733333336,0.2214511111006888,0.2136466666471999,0.2302311110998888,0.1336511111086888,0.2536444444310888,0.1453577777742888,0.290715555519311,0.2165733333135999,0.2214511111006888,0.2536444444310888,0.235108888857711,0.217548888859311,0.1892577777702888,0.1873066666495999,0.1951111111030888,0.2253533333127999,0.1765755555297111,0.226328888858511,0.2497422221897111,0.2682777777630888,0.2282799999791999,0.1931599999824
35,CE-RO,0.7360000000000001,0.2073266666757999,0.2000199999999999,0.2155466666757999,0.1251266666757999,0.2374666666757999,0.1360866666757999,0.2721733333241999,0.2027599999999999,0.2073266666757999,0.2374666666757999,0.2201133333241999,0.2036733333241999,0.1771866666757999,0.1753599999999999,0.1826666666757999,0.2109799999999999,0.1653133333241999,0.2118933333241999,0.2338133333241999,0.2511666666757999,0.2137199999999999,0.1808399999999999
36,CE-HS,0.7440000000000001,0.2012733333421999,0.1941799999999999,0.2092533333421999,0.1214733333421999,0.2305333333421999,0.1321133333421999,0.2642266666577998,0.1968399999999999,0.2012733333421999,0.2305333333421999,0.2136866666577999,0.1977266666577999,0.1720133333421999,0.1702399999999999,0.1773333333421999,0.2048199999999999,0.1604866666577999,0.2057066666577999,0.2269866666577999,0.2438333333421999,0.2074799999999999,0.1755599999999999
37,CE-ONFF,0.7450666666400001,0.200466222251231,0.1934013333527999,0.208414222252031,0.120986222243231,0.229608888920831,0.131583555577631,0.2631671111287688,0.1960506666863999,0.200466222251231,0.229608888920831,0.2128297777903688,0.1969337777887688,0.171323555581631,0.1695573333503999,0.176622222248831,0.2039986666871999,0.1598431111183688,0.2048817777895688,0.2260764444583688,0.242855555588831,0.2066480000207999,0.1748560000175999
38,CE-BD,0.672,0.2557533333446,0.2467399999999999,0.2658933333445999,0.1543533333446,0.2929333333446,0.1678733333445999,0.3357466666553999,0.2501199999999999,0.2557533333446,0.2929333333446,0.2715266666554,0.2512466666553999,0.2185733333445999,0.2163199999999999,0.2253333333445999,0.26026,0.2039266666554,0.2613866666553999,0.2884266666554,0.3098333333445999,0.26364,0.22308
39,CE-RLO,0.784,0.1710066666742,0.16498,0.1777866666741999,0.1032066666741999,0.1958666666742,0.1122466666741999,0.2244933333257999,0.1672399999999999,0.1710066666742,0.1958666666742,0.1815533333257999,0.1679933333257999,0.1461466666741999,0.14464,0.1506666666741999,0.1740199999999999,0.1363533333258,0.1747733333257999,0.1928533333257999,0.2071666666741999,0.17628,0.14916
53,AM-FRF,0.97,0.030266666668,0.0292,0.031466666668,0.018266666668,0.034666666668,0.019866666668,0.039733333332,0.0296,0.030266666668,0.034666666668,0.032133333332,0.029733333332,0.025866666668,0.0256,0.026666666668,0.0308,0.024133333332,0.030933333332,0.034133333332,0.036666666668,0.0312,0.0264
54,AM-SVF,0.96,0.037833333335,0.0365,0.039333333335,0.022833333335,0.043333333335,0.024833333335,0.049666666665,0.037,0.037833333335,0.043333333335,0.040166666665,0.037166666665,0.032333333335,0.032,0.033333333335,0.0385,0.030166666665,0.038666666665,0.042666666665,0.045833333335,0.039,0.033
55,AM-MG,0.99,0.015133333334,0.0146,0.015733333334,0.009133333334,0.017333333334,0.009933333334,0.019866666666,0.0148,0.015133333334,0.017333333334,0.016066666666,0.014866666666,0.012933333334,0.0128,0.013333333334,0.0154,0.012066666666,0.015466666666,0.017066666666,0.018333333334,0.0156,0.0132
56,AM-FLF,0.98,0.022700000001,0.0219,0.023600000001,0.013700000001,0.026000000001,0.014900000001,0.029799999999,0.0222,0.022700000001,0.026000000001,0.024099999999,0.022299999999,0.019400000001,0.0192,0.020000000001,0.0231,0.018099999999,0.023199999999,0.025599999999,0.027500000001,0.0234,0.0198
57,AM-WS,0.9566666667,0.0403555555321111,0.038933333309,0.0419555555311111,0.0243555555421111,0.0462222221951111,0.0264888888741111,0.0529777777428888,0.039466666642,0.0403555555321111,0.0462222221951111,0.0428444444158888,0.0396444444178888,0.0344888888691111,0.034133333312,0.0355555555351111,0.041066666641,0.0321777777558888,0.0412444444168888,0.0455111110808888,0.0488888888601111,0.041599999974,0.035199999978
58,AM-WE,0.9733333333,0.0277444444708888,0.0267666666909999,0.0288444444718888,0.0167444444608888,0.0317777778078888,0.0182111111288888,0.036422222254111,0.0271333333579999,0.0277444444708888,0.0317777778078888,0.029455555581111,0.027255555579111,0.0237111111338888,0.0234666666879999,0.0244444444678888,0.0282333333589999,0.022122222241111,0.028355555580111,0.031288888916111,0.0336111111428888,0.0286000000259999,0.0242000000219999
59,AM-GR,0.9366666667,0.0554888888661111,0.053533333309,0.0576888888651111,0.0334888888761111,0.0635555555291111,0.0364222222081111,0.0728444444088889,0.054266666642,0.0554888888661111,0.0635555555291111,0.0589111110818889,0.0545111110838889,0.0474222222031111,0.046933333312,0.0488888888691111,0.056466666641,0.0442444444218889,0.0567111110828889,0.0625777777468889,0.0672222221941111,0.057199999974,0.048399999978
60,AM-SF,0.8966666667,0.0857555555341111,0.082733333309,0.0891555555331111,0.0517555555441111,0.0982222221971111,0.0562888888761111,0.1125777777408889,0.083866666642,0.0857555555341111,0.0982222221971111,0.0910444444138889,0.0842444444158889,0.0732888888711111,0.072533333312,0.0755555555371111,0.087266666641,0.0683777777538889,0.0876444444148889,0.0967111110788889,0.1038888888621111,0.088399999974,0.074799999978
61,AM-RO,0.92,0.0681000000029999,0.0656999999999999,0.0708000000029999,0.0411000000029999,0.0780000000029999,0.0447000000029999,0.0893999999969999,0.0665999999999999,0.0681000000029999,0.0780000000029999,0.0722999999969999,0.0668999999969999,0.0582000000029999,0.0575999999999999,0.0600000000029999,0.0692999999999999,0.0542999999969999,0.0695999999969999,0.0767999999969999,0.0825000000029999,0.0701999999999999,0.0593999999999999
62,AM-HS,0.93,0.0605333333359999,0.0583999999999999,0.0629333333359999,0.0365333333359999,0.0693333333359999,0.0397333333359999,0.0794666666639999,0.0591999999999999,0.0605333333359999,0.0693333333359999,0.0642666666639999,0.0594666666639999,0.0517333333359999,0.0511999999999999,0.0533333333359999,0.0615999999999999,0.0482666666639999,0.0618666666639999,0.0682666666639999,0.0733333333359999,0.0623999999999999,0.0527999999999999
63,AM-ONFF,0.9313333333,0.0595244444722888,0.0574266666909999,0.0618844444732888,0.0359244444622888,0.0681777778092888,0.0390711111302888,0.078142222252711,0.0582133333579999,0.0595244444722888,0.0681777778092888,0.0631955555797111,0.058475555577711,0.0508711111352888,0.0503466666879999,0.0524444444692888,0.0605733333589999,0.0474622222397111,0.0608355555787111,0.0671288889147111,0.0721111111442888,0.0613600000259999,0.0519200000219999
64,AM-BD,0.84,0.128633333339,0.1241,0.133733333339,0.077633333339,0.147333333339,0.084433333339,0.168866666661,0.1258,0.128633333339,0.147333333339,0.136566666661,0.126366666661,0.109933333339,0.1088,0.113333333339,0.1309,0.102566666661,0.131466666661,0.145066666661,0.155833333339,0.1326,0.1122
65,AM-RLO,0.98,0.022700000001,0.0219,0.023600000001,0.013700000001,0.026000000001,0.014900000001,0.029799999999,0.0222,0.022700000001,0.026000000001,0.024099999999,0.022299999999,0.019400000001,0.0192,0.020000000001,0.0231,0.018099999999,0.023199999999,0.025599999999,0.027500000001,0.0234,0.0198
66,PN-FRF,0.97,0.030266666668,0.0292,0.031466666668,0.018266666668,0.034666666668,0.019866666668,0.039733333332,0.0296,0.030266666668,0.034666666668,0.032133333332,0.029733333332,0.025866666668,0.0256,0.026666666668,0.0308,0.024133333332,0.030933333332,0.034133333332,0.036666666668,0.0312,0.0264
67,PN-SVF,0.96,0.037833333335,0.0365,0.039333333335,0.022833333335,0.043333333335,0.024833333335,0.049666666665,0.037,0.037833333335,0.043333333335,0.040166666665,0.037166666665,0.032333333335,0.032,0.033333333335,0.0385,0.030166666665,0.038666666665,0.042666666665,0.045833333335,0.039,0.033
68,PN-MG,0.99,0.015133333334,0.0146,0.015733333334,0.009133333334,0.017333333334,0.009933333334,0.019866666666,0.0148,0.015133333334,0.017333333334,0.016066666666,0.014866666666,0.012933333334,0.0128,0.013333333334,0.0154,0.012066666666,0.015466666666,0.017066666666,0.018333333334,0.0156,0.0132
69,PN-FLF,0.98,0.022700000001,0.0219,0.023600000001,0.013700000001,0.026000000001,0.014900000001,0.029799999999,0.0222,0.022700000001,0.026000000001,0.024099999999,0.022299999999,0.019400000001,0.0192,0.020000000001,0.0231,0.018099999999,0.023199999999,0.025599999999,0.027500000001,0.0234,0.0198
70,PN-WS,0.9566666667,0.0403555555321111,0.038933333309,0.0419555555311111,0.0243555555421111,0.0462222221951111,0.0264888888741111,0.0529777777428888,0.039466666642,0.0403555555321111,0.0462222221951111,0.0428444444158888,0.0396444444178888,0.0344888888691111,0.034133333312,0.0355555555351111,0.041066666641,0.0321777777558888,0.0412444444168888,0.0455111110808888,0.0488888888601111,0.041599999974,0.035199999978
71,PN-WE,0.9733333333,0.0277444444708888,0.0267666666909999,0.0288444444718888,0.0167444444608888,0.0317777778078888,0.0182111111288888,0.036422222254111,0.0271333333579999,0.0277444444708888,0.0317777778078888,0.029455555581111,0.027255555579111,0.0237111111338888,0.0234666666879999,0.0244444444678888,0.0282333333589999,0.022122222241111,0.028355555580111,0.031288888916111,0.0336111111428888,0.0286000000259999,0.0242000000219999
72,PN-GR,0.9366666667,0.0554888888661111,0.053533333309,0.0576888888651111,0.0334888888761111,0.0635555555291111,0.0364222222081111,0.0728444444088889,0.054266666642,0.0554888888661111,0.0635555555291111,0.0589111110818889,0.0545111110838889,0.0474222222031111,0.046933333312,0.0488888888691111,0.056466666641,0.0442444444218889,0.0567111110828889,0.0625777777468889,0.0672222221941111,0.057199999974,0.048399999978
73,PN-SF,0.8966666667,0.0857555555341111,0.082733333309,0.0891555555331111,0.0517555555441111,0.0982222221971111,0.0562888888761111,0.1125777777408889,0.083866666642,0.0857555555341111,0.0982222221971111,0.0910444444138889,0.0842444444158889,0.0732888888711111,0.072533333312,0.0755555555371111,0.087266666641,0.0683777777538889,0.0876444444148889,0.0967111110788889,0.1038888888621111,0.088399999974,0.074799999978
74,PN-RO,0.92,0.0681000000029999,0.0656999999999999,0.0708000000029999,0.0411000000029999,0.0780000000029999,0.0447000000029999,0.0893999999969999,0.0665999999999999,0.0681000000029999,0.0780000000029999,0.0722999999969999,0.0668999999969999,0.0582000000029999,0.0575999999999999,0.0600000000029999,0.0692999999999999,0.0542999999969999,0.0695999999969999,0.0767999999969999,0.0825000000029999,0.0701999999999999,0.0593999999999999
75,PN-HS,0.93,0.0605333333359999,0.0583999999999999,0.0629333333359999,0.0365333333359999,0.0693333333359999,0.0397333333359999,0.0794666666639999,0.0591999999999999,0.0605333333359999,0.0693333333359999,0.0642666666639999,0.0594666666639999,0.0517333333359999,0.0511999999999999,0.0533333333359999,0.0615999999999999,0.0482666666639999,0.0618666666639999,0.0682666666639999,0.0733333333359999,0.0623999999999999,0.0527999999999999
76,PN-ONFF,0.9313333333,0.0595244444722888,0.0574266666909999,0.0618844444732888,0.0359244444622888,0.0681777778092888,0.0390711111302888,0.078142222252711,0.0582133333579999,0.0595244444722888,0.0681777778092888,0.0631955555797111,0.058475555577711,0.0508711111352888,0.0503466666879999,0.0524444444692888,0.0605733333589999,0.0474622222397111,0.0608355555787111,0.0671288889147111,0.0721111111442888,0.0613600000259999,0.0519200000219999
77,PN-BD,0.84,0.128633333339,0.1241,0.133733333339,0.077633333339,0.147333333339,0.084433333339,0.168866666661,0.1258,0.128633333339,0.147333333339,0.136566666661,0.126366666661,0.109933333339,0.1088,0.113333333339,0.1309,0.102566666661,0.131466666661,0.145066666661,0.155833333339,0.1326,0.1122
78,PN-RLO,0.98,0.022700000001,0.0219,0.023600000001,0.013700000001,0.026000000001,0.014900000001,0.029799999999,0.0222,0.022700000001,0.026000000001,0.024099999999,0.022299999999,0.019400000001,0.0192,0.020000000001,0.0231,0.018099999999,0.023199999999,0.025599999999,0.027500000001,0.0234,0.0198
79,PS,0.5033333333,0.3833777778198889,0.369866666691,0.3985777778208889,0.2313777778098889,0.4391111111568889,0.2516444444778889,0.5032888889051111,0.374933333358,0.3833777778198889,0.4391111111568889,0.4070222222321111,0.3766222222301111,0.3276444444828889,0.324266666688,0.3377777778168889,0.390133333359,0.3056888888921111,0.3918222222311111,0.4323555555671112,0.4644444444918889,0.395200000026,0.334400000022
80,SY,0.2266666667,0.5927222222231111,0.571833333309,0.6162222222221111,0.3577222222331111,0.6788888888861111,0.389055555565111,0.7781111110518888,0.579666666642,0.5927222222231111,0.6788888888861111,0.6292777777248889,0.5822777777268888,0.5065555555601111,0.501333333312,0.522222222226111,0.603166666641,0.4726111110648889,0.6057777777258888,0.6684444443898889,0.7180555555511111,0.610999999974,0.5169999999780001
81,SC,0.2966666667,0.5397555555541111,0.5207333333090001,0.5611555555531111,0.3257555555641111,0.6182222222171112,0.3542888888961111,0.7085777777208889,0.527866666642,0.5397555555541111,0.6182222222171112,0.5730444443938889,0.5302444443958889,0.4612888888911111,0.456533333312,0.4755555555571111,0.549266666641,0.4303777777338889,0.5516444443948889,0.608711111058889,0.6538888888821112,0.556399999974,0.470799999978
82,RC,0.33,0.5145333333559999,0.4963999999999999,0.5349333333559999,0.310533333356,0.589333333356,0.337733333356,0.6754666666439999,0.5032,0.5145333333559999,0.589333333356,0.5462666666439999,0.505466666644,0.4397333333559999,0.4352,0.4533333333559999,0.5236,0.410266666644,0.525866666644,0.580266666644,0.6233333333559999,0.5304,0.4488
83,CT,0.27,0.559933333358,0.5402,0.582133333358,0.337933333358,0.641333333358,0.367533333358,0.7350666666419999,0.5476,0.559933333358,0.641333333358,0.594466666642,0.550066666642,0.4785333333579999,0.4736,0.4933333333579999,0.5698,0.446466666642,0.572266666642,0.631466666642,0.678333333358,0.5772,0.4884
84,OTCR,0.34,0.5069666666889999,0.4890999999999999,0.5270666666889999,0.3059666666889999,0.5806666666889999,0.3327666666889999,0.665533333311,0.4957999999999999,0.5069666666889999,0.5806666666889999,0.538233333311,0.4980333333109999,0.4332666666889999,0.4287999999999999,0.4466666666889999,0.5158999999999999,0.404233333311,0.518133333311,0.571733333311,0.6141666666889999,0.5226,0.4422
85,CF,0.4566666667,0.4186888888821111,0.403933333309,0.4352888888811111,0.2526888888921111,0.4795555555451111,0.2748222222241111,0.5496444443928888,0.409466666642,0.4186888888821111,0.4795555555451111,0.4445111110658889,0.4113111110678888,0.3578222222191111,0.354133333312,0.3688888888851111,0.426066666641,0.3338444444058889,0.4279111110668889,0.4721777777308889,0.5072222222101112,0.431599999974,0.365199999978
