LULC,NAME,HABITAT,FP,PS,SC,MU,BUE,ONVA,MI,AQ,PO,SY,RC,OTCR,CF,CI,OPCR,CT,RVL,RLT,RMT,RHT,RRD,EGI
10,PM-HS,0.4899999999999999,0.26,0.2314,0.26,0.0754,0.364,0.26,0.52,0.2314,0.26,0.2834,0.26,0.2314,0.1274,0.1274,0.1794,0.2028,0.156,0.26,0.312,0.3354,0.26,0.208
11,PM-ONFF,0.4899999999999999,0.26,0.2314,0.26,0.0754,0.364,0.26,0.52,0.2314,0.26,0.2834,0.26,0.2314,0.1274,0.1274,0.1794,0.2028,0.156,0.26,0.312,0.3354,0.26,0.208
12,PM-BD,0.2729999999999999,0.3685,0.327965,0.3685,0.106865,0.5159,0.3685,0.7370000000000001,0.327965,0.3685,0.4016650000000001,0.3685,0.327965,0.180565,0.180565,0.254265,0.2874300000000001,0.2211,0.3685,0.4422,0.4753650000000001,0.3685,0.2948
13,PM-RLO,0.5914999999999999,0.20925,0.1862325,0.20925,0.0606825,0.29295,0.20925,0.4185000000000001,0.1862325,0.20925,0.2280825,0.20925,0.1862325,0.1025325,0.1025325,0.1443825,0.163215,0.12555,0.20925,0.2511,0.2699325000000001,0.20925,0.1674
14,MA-FRF,0.735,0.1375,0.122375,0.1375,0.039875,0.1925,0.1375,0.275,0.122375,0.1375,0.149875,0.1375,0.122375,0.067375,0.067375,0.094875,0.10725,0.0825,0.1375,0.165,0.177375,0.1375,0.11
15,MA-SVF,0.79,0.1099999999999999,0.0978999999999999,0.1099999999999999,0.0318999999999999,0.1539999999999999,0.1099999999999999,0.2199999999999999,0.0978999999999999,0.1099999999999999,0.1198999999999999,0.1099999999999999,0.0978999999999999,0.0538999999999999,0.0538999999999999,0.0758999999999999,0.0857999999999999,0.0659999999999999,0.1099999999999999,0.1319999999999999,0.1419,0.1099999999999999,0.088
16,MA-MG,1.0,0.005,0.00445,0.005,0.00145,0.0069999999999999,0.005,0.01,0.00445,0.005,0.00545,0.005,0.00445,0.00245,0.00245,0.00345,0.0039,0.003,0.005,0.006,0.00645,0.005,0.004
17,MA-FLF,0.8675,0.0712499999999999,0.0634124999999999,0.0712499999999999,0.0206624999999999,0.0997499999999999,0.0712499999999999,0.1424999999999999,0.0634124999999999,0.0712499999999999,0.0776624999999999,0.0712499999999999,0.0634124999999999,0.0349124999999999,0.0349124999999999,0.0491624999999999,0.0555749999999999,0.0427499999999999,0.0712499999999999,0.0854999999999999,0.0919124999999999,0.0712499999999999,0.0569999999999999
18,MA-WS,0.745,0.1325,0.117925,0.1325,0.038425,0.1855,0.1325,0.265,0.117925,0.1325,0.144425,0.1325,0.117925,0.064925,0.064925,0.0914249999999999,0.10335,0.0795,0.1325,0.159,0.170925,0.1325,0.106
19,MA-WE,0.8,0.1049999999999999,0.0934499999999999,0.1049999999999999,0.0304499999999999,0.1469999999999999,0.1049999999999999,0.2099999999999999,0.0934499999999999,0.1049999999999999,0.1144499999999999,0.1049999999999999,0.0934499999999999,0.0514499999999999,0.0514499999999999,0.0724499999999999,0.0818999999999999,0.0629999999999999,0.1049999999999999,0.1259999999999999,0.13545,0.1049999999999999,0.0839999999999999
20,MA-GR,0.7,0.155,0.13795,0.155,0.04495,0.217,0.155,0.31,0.13795,0.155,0.16895,0.155,0.13795,0.07595,0.07595,0.10695,0.1209,0.093,0.155,0.186,0.19995,0.155,0.124
21,MA-SF,0.6,0.205,0.18245,0.205,0.05945,0.287,0.205,0.41,0.18245,0.205,0.22345,0.205,0.18245,0.10045,0.10045,0.14145,0.1599,0.123,0.205,0.246,0.26445,0.205,0.164
22,MA-RO,0.7,0.155,0.13795,0.155,0.04495,0.217,0.155,0.31,0.13795,0.155,0.16895,0.155,0.13795,0.07595,0.07595,0.10695,0.1209,0.093,0.155,0.186,0.19995,0.155,0.124
23,MA-HS,0.7,0.155,0.13795,0.155,0.04495,0.217,0.155,0.31,0.13795,0.155,0.16895,0.155,0.13795,0.07595,0.07595,0.10695,0.1209,0.093,0.155,0.186,0.19995,0.155,0.124
24,MA-ONFF,0.7,0.155,0.13795,0.155,0.04495,0.217,0.155,0.31,0.13795,0.155,0.16895,0.155,0.13795,0.07595,0.07595,0.10695,0.1209,0.093,0.155,0.186,0.19995,0.155,0.124
25,MA-BD,0.39,0.31,0.2759,0.31,0.0899,0.434,0.31,0.62,0.2759,0.31,0.3379,0.31,0.2759,0.1519,0.1519,0.2138999999999999,0.2418,0.186,0.31,0.372,0.3999,0.31,0.248
26,MA-RLO,0.845,0.0825,0.073425,0.0825,0.023925,0.1155,0.0825,0.165,0.073425,0.0825,0.089925,0.0825,0.073425,0.040425,0.040425,0.056925,0.06435,0.0495,0.0825,0.099,0.106425,0.0825,0.066
27,CE-FRF,0.588,0.211,0.18779,0.211,0.06119,0.2954,0.211,0.422,0.18779,0.211,0.22999,0.211,0.18779,0.10339,0.10339,0.14559,0.16458,0.1266,0.211,0.2532,0.27219,0.211,0.1688
28,CE-SVF,0.6320000000000001,0.1889999999999999,0.1682099999999999,0.1889999999999999,0.0548099999999999,0.2645999999999999,0.1889999999999999,0.3779999999999999,0.1682099999999999,0.1889999999999999,0.2060099999999999,0.1889999999999999,0.1682099999999999,0.0926099999999999,0.0926099999999999,0.1304099999999999,0.1474199999999999,0.1133999999999999,0.1889999999999999,0.2267999999999999,0.2438099999999999,0.1889999999999999,0.1511999999999999
29,CE-MG,0.8,0.1049999999999999,0.0934499999999999,0.1049999999999999,0.0304499999999999,0.1469999999999999,0.1049999999999999,0.2099999999999999,0.0934499999999999,0.1049999999999999,0.1144499999999999,0.1049999999999999,0.0934499999999999,0.0514499999999999,0.0514499999999999,0.0724499999999999,0.0818999999999999,0.0629999999999999,0.1049999999999999,0.1259999999999999,0.13545,0.1049999999999999,0.0839999999999999
30,CE-FLF,0.6940000000000001,0.1579999999999999,0.1406199999999999,0.1579999999999999,0.0458199999999999,0.2211999999999999,0.1579999999999999,0.3159999999999999,0.1406199999999999,0.1579999999999999,0.1722199999999999,0.1579999999999999,0.1406199999999999,0.0774199999999999,0.0774199999999999,0.1090199999999999,0.1232399999999999,0.0947999999999999,0.1579999999999999,0.1895999999999999,0.2038199999999999,0.1579999999999999,0.1263999999999999
31,CE-WS,0.596,0.207,0.18423,0.207,0.06003,0.2898,0.207,0.414,0.18423,0.207,0.22563,0.207,0.18423,0.10143,0.10143,0.14283,0.16146,0.1242,0.207,0.2484,0.26703,0.207,0.1656
32,CE-WE,0.6400000000000001,0.1849999999999999,0.1646499999999999,0.1849999999999999,0.0536499999999999,0.2589999999999999,0.1849999999999999,0.3699999999999999,0.1646499999999999,0.1849999999999999,0.2016499999999999,0.1849999999999999,0.1646499999999999,0.0906499999999999,0.0906499999999999,0.1276499999999999,0.1442999999999999,0.1109999999999999,0.1849999999999999,0.2219999999999999,0.2386499999999999,0.1849999999999999,0.1479999999999999
33,CE-GR,0.5599999999999999,0.225,0.20025,0.225,0.06525,0.315,0.225,0.45,0.20025,0.225,0.24525,0.225,0.20025,0.11025,0.11025,0.15525,0.1755,0.135,0.225,0.27,0.29025,0.225,0.18
34,CE-SF,0.48,0.265,0.23585,0.265,0.07685,0.371,0.265,0.53,0.23585,0.265,0.28885,0.265,0.23585,0.12985,0.12985,0.1828499999999999,0.2067,0.159,0.265,0.318,0.34185,0.265,0.212
35,CE-RO,0.5599999999999999,0.225,0.20025,0.225,0.06525,0.315,0.225,0.45,0.20025,0.225,0.24525,0.225,0.20025,0.11025,0.11025,0.15525,0.1755,0.135,0.225,0.27,0.29025,0.225,0.18
36,CE-HS,0.5599999999999999,0.225,0.20025,0.225,0.06525,0.315,0.225,0.45,0.20025,0.225,0.24525,0.225,0.20025,0.11025,0.11025,0.15525,0.1755,0.135,0.225,0.27,0.29025,0.225,0.18
37,CE-ONFF,0.5599999999999999,0.225,0.20025,0.225,0.06525,0.315,0.225,0.45,0.20025,0.225,0.24525,0.225,0.20025,0.11025,0.11025,0.15525,0.1755,0.135,0.225,0.27,0.29025,0.225,0.18
38,CE-BD,0.312,0.349,0.31061,0.349,0.1012099999999999,0.4885999999999999,0.349,0.698,0.31061,0.349,0.38041,0.349,0.31061,0.17101,0.17101,0.2408099999999999,0.27222,0.2093999999999999,0.349,0.4187999999999999,0.45021,0.349,0.2792
39,CE-RLO,0.676,0.1669999999999999,0.1486299999999999,0.1669999999999999,0.0484299999999999,0.2337999999999999,0.1669999999999999,0.3339999999999999,0.1486299999999999,0.1669999999999999,0.18203,0.1669999999999999,0.1486299999999999,0.0818299999999999,0.0818299999999999,0.1152299999999999,0.13026,0.1001999999999999,0.1669999999999999,0.2003999999999999,0.2154299999999999,0.1669999999999999,0.1336
53,AM-FRF,0.735,0.1375,0.122375,0.1375,0.039875,0.1925,0.1375,0.275,0.122375,0.1375,0.149875,0.1375,0.122375,0.067375,0.067375,0.094875,0.10725,0.0825,0.1375,0.165,0.177375,0.1375,0.11
54,AM-SVF,0.79,0.1099999999999999,0.0978999999999999,0.1099999999999999,0.0318999999999999,0.1539999999999999,0.1099999999999999,0.2199999999999999,0.0978999999999999,0.1099999999999999,0.1198999999999999,0.1099999999999999,0.0978999999999999,0.0538999999999999,0.0538999999999999,0.0758999999999999,0.0857999999999999,0.0659999999999999,0.1099999999999999,0.1319999999999999,0.1419,0.1099999999999999,0.088
55,AM-MG,1.0,0.005,0.00445,0.005,0.00145,0.0069999999999999,0.005,0.01,0.00445,0.005,0.00545,0.005,0.00445,0.00245,0.00245,0.00345,0.0039,0.003,0.005,0.006,0.00645,0.005,0.004
56,AM-FLF,0.8675,0.0712499999999999,0.0634124999999999,0.0712499999999999,0.0206624999999999,0.0997499999999999,0.0712499999999999,0.1424999999999999,0.0634124999999999,0.0712499999999999,0.0776624999999999,0.0712499999999999,0.0634124999999999,0.0349124999999999,0.0349124999999999,0.0491624999999999,0.0555749999999999,0.0427499999999999,0.0712499999999999,0.0854999999999999,0.0919124999999999,0.0712499999999999,0.0569999999999999
57,AM-WS,0.745,0.1325,0.117925,0.1325,0.038425,0.1855,0.1325,0.265,0.117925,0.1325,0.144425,0.1325,0.117925,0.064925,0.064925,0.0914249999999999,0.10335,0.0795,0.1325,0.159,0.170925,0.1325,0.106
58,AM-WE,0.8,0.1049999999999999,0.0934499999999999,0.1049999999999999,0.0304499999999999,0.1469999999999999,0.1049999999999999,0.2099999999999999,0.0934499999999999,0.1049999999999999,0.1144499999999999,0.1049999999999999,0.0934499999999999,0.0514499999999999,0.0514499999999999,0.0724499999999999,0.0818999999999999,0.0629999999999999,0.1049999999999999,0.1259999999999999,0.13545,0.1049999999999999,0.0839999999999999
59,AM-GR,0.7,0.155,0.13795,0.155,0.04495,0.217,0.155,0.31,0.13795,0.155,0.16895,0.155,0.13795,0.07595,0.07595,0.10695,0.1209,0.093,0.155,0.186,0.19995,0.155,0.124
60,AM-SF,0.6,0.205,0.18245,0.205,0.05945,0.287,0.205,0.41,0.18245,0.205,0.22345,0.205,0.18245,0.10045,0.10045,0.14145,0.1599,0.123,0.205,0.246,0.26445,0.205,0.164
61,AM-RO,0.7,0.155,0.13795,0.155,0.04495,0.217,0.155,0.31,0.13795,0.155,0.16895,0.155,0.13795,0.07595,0.07595,0.10695,0.1209,0.093,0.155,0.186,0.19995,0.155,0.124
62,AM-HS,0.7,0.155,0.13795,0.155,0.04495,0.217,0.155,0.31,0.13795,0.155,0.16895,0.155,0.13795,0.07595,0.07595,0.10695,0.1209,0.093,0.155,0.186,0.19995,0.155,0.124
63,AM-ONFF,0.7,0.155,0.13795,0.155,0.04495,0.217,0.155,0.31,0.13795,0.155,0.16895,0.155,0.13795,0.07595,0.07595,0.10695,0.1209,0.093,0.155,0.186,0.19995,0.155,0.124
64,AM-BD,0.39,0.31,0.2759,0.31,0.0899,0.434,0.31,0.62,0.2759,0.31,0.3379,0.31,0.2759,0.1519,0.1519,0.2138999999999999,0.2418,0.186,0.31,0.372,0.3999,0.31,0.248
65,AM-RLO,0.845,0.0825,0.073425,0.0825,0.023925,0.1155,0.0825,0.165,0.073425,0.0825,0.089925,0.0825,0.073425,0.040425,0.040425,0.056925,0.06435,0.0495,0.0825,0.099,0.106425,0.0825,0.066
66,PN-FRF,0.735,0.1375,0.122375,0.1375,0.039875,0.1925,0.1375,0.275,0.122375,0.1375,0.149875,0.1375,0.122375,0.067375,0.067375,0.094875,0.10725,0.0825,0.1375,0.165,0.177375,0.1375,0.11
67,PN-SVF,0.79,0.1099999999999999,0.0978999999999999,0.1099999999999999,0.0318999999999999,0.1539999999999999,0.1099999999999999,0.2199999999999999,0.0978999999999999,0.1099999999999999,0.1198999999999999,0.1099999999999999,0.0978999999999999,0.0538999999999999,0.0538999999999999,0.0758999999999999,0.0857999999999999,0.0659999999999999,0.1099999999999999,0.1319999999999999,0.1419,0.1099999999999999,0.088
68,PN-MG,1.0,0.005,0.00445,0.005,0.00145,0.0069999999999999,0.005,0.01,0.00445,0.005,0.00545,0.005,0.00445,0.00245,0.00245,0.00345,0.0039,0.003,0.005,0.006,0.00645,0.005,0.004
69,PN-FLF,0.8675,0.0712499999999999,0.0634124999999999,0.0712499999999999,0.0206624999999999,0.0997499999999999,0.0712499999999999,0.1424999999999999,0.0634124999999999,0.0712499999999999,0.0776624999999999,0.0712499999999999,0.0634124999999999,0.0349124999999999,0.0349124999999999,0.0491624999999999,0.0555749999999999,0.0427499999999999,0.0712499999999999,0.0854999999999999,0.0919124999999999,0.0712499999999999,0.0569999999999999
70,PN-WS,0.745,0.1325,0.117925,0.1325,0.038425,0.1855,0.1325,0.265,0.117925,0.1325,0.144425,0.1325,0.117925,0.064925,0.064925,0.0914249999999999,0.10335,0.0795,0.1325,0.159,0.170925,0.1325,0.106
71,PN-WE,0.8,0.1049999999999999,0.0934499999999999,0.1049999999999999,0.0304499999999999,0.1469999999999999,0.1049999999999999,0.2099999999999999,0.0934499999999999,0.1049999999999999,0.1144499999999999,0.1049999999999999,0.0934499999999999,0.0514499999999999,0.0514499999999999,0.0724499999999999,0.0818999999999999,0.0629999999999999,0.1049999999999999,0.1259999999999999,0.13545,0.1049999999999999,0.0839999999999999
72,PN-GR,0.7,0.155,0.13795,0.155,0.04495,0.217,0.155,0.31,0.13795,0.155,0.16895,0.155,0.13795,0.07595,0.07595,0.10695,0.1209,0.093,0.155,0.186,0.19995,0.155,0.124
73,PN-SF,0.6,0.205,0.18245,0.205,0.05945,0.287,0.205,0.41,0.18245,0.205,0.22345,0.205,0.18245,0.10045,0.10045,0.14145,0.1599,0.123,0.205,0.246,0.26445,0.205,0.164
74,PN-RO,0.7,0.155,0.13795,0.155,0.04495,0.217,0.155,0.31,0.13795,0.155,0.16895,0.155,0.13795,0.07595,0.07595,0.10695,0.1209,0.093,0.155,0.186,0.19995,0.155,0.124
75,PN-HS,0.7,0.155,0.13795,0.155,0.04495,0.217,0.155,0.31,0.13795,0.155,0.16895,0.155,0.13795,0.07595,0.07595,0.10695,0.1209,0.093,0.155,0.186,0.19995,0.155,0.124
76,PN-ONFF,0.7,0.155,0.13795,0.155,0.04495,0.217,0.155,0.31,0.13795,0.155,0.16895,0.155,0.13795,0.07595,0.07595,0.10695,0.1209,0.093,0.155,0.186,0.19995,0.155,0.124
77,PN-BD,0.39,0.31,0.2759,0.31,0.0899,0.434,0.31,0.62,0.2759,0.31,0.3379,0.31,0.2759,0.1519,0.1519,0.2138999999999999,0.2418,0.186,0.31,0.372,0.3999,0.31,0.248
78,PN-RLO,0.845,0.0825,0.073425,0.0825,0.023925,0.1155,0.0825,0.165,0.073425,0.0825,0.089925,0.0825,0.073425,0.040425,0.040425,0.056925,0.06435,0.0495,0.0825,0.099,0.106425,0.0825,0.066
79,PS,0.145,0.4325,0.384925,0.4325,0.1254249999999999,0.6054999999999999,0.4325,0.865,0.384925,0.4325,0.471425,0.4325,0.384925,0.211925,0.211925,0.298425,0.33735,0.2595,0.4325,0.519,0.557925,0.4325,0.346
80,SY,0.0,0.505,0.44945,0.505,0.14645,0.707,0.505,1.01,0.44945,0.505,0.55045,0.505,0.44945,0.24745,0.24745,0.34845,0.3939,0.303,0.505,0.606,0.65145,0.505,0.404
81,SC,0.0,0.505,0.44945,0.505,0.14645,0.707,0.505,1.01,0.44945,0.505,0.55045,0.505,0.44945,0.24745,0.24745,0.34845,0.3939,0.303,0.505,0.606,0.65145,0.505,0.404
82,RC,0.0,0.505,0.44945,0.505,0.14645,0.707,0.505,1.01,0.44945,0.505,0.55045,0.505,0.44945,0.24745,0.24745,0.34845,0.3939,0.303,0.505,0.606,0.65145,0.505,0.404
83,CT,0.0,0.505,0.44945,0.505,0.14645,0.707,0.505,1.01,0.44945,0.505,0.55045,0.505,0.44945,0.24745,0.24745,0.34845,0.3939,0.303,0.505,0.606,0.65145,0.505,0.404
84,OTCR,0.1,0.455,0.40495,0.455,0.1319499999999999,0.637,0.455,0.91,0.40495,0.455,0.49595,0.455,0.40495,0.22295,0.22295,0.31395,0.3549,0.273,0.455,0.546,0.5869500000000001,0.455,0.364
85,CF,0.145,0.4325,0.384925,0.4325,0.1254249999999999,0.6054999999999999,0.4325,0.865,0.384925,0.4325,0.471425,0.4325,0.384925,0.211925,0.211925,0.298425,0.33735,0.2595,0.4325,0.519,0.557925,0.4325,0.346
86,CI,0.1,0.455,0.40495,0.455,0.1319499999999999,0.637,0.455,0.91,0.40495,0.455,0.49595,0.455,0.40495,0.22295,0.22295,0.31395,0.3549,0.273,0.455,0.546,0.5869500000000001,0.455,0.364
87,PO,0.1,0.455,0.40495,0.455,0.1319499999999999,0.637,0.455,0.91,0.40495,0.455,0.49595,0.455,0.40495,0.22295,0.22295,0.31395,0.3549,0.273,0.455,0.546,0.5869500000000001,0.455,0.364
88,OPCR,0.045,0.4825,0.429425,0.4825,0.139925,0.6755,0.4825,0.965,0.429425,0.4825,0.525925,0.4825,0.429425,0.236425,0.236425,0.3329249999999999,0.37635,0.2895,0.4825,0.579,0.622425,0.4825,0.386
89,FP,0.1,0.455,0.40495,0.455,0.1319499999999999,0.637,0.455,0.91,0.40495,0.455,0.49595,0.455,0.40495,0.22295,0.22295,0.31395,0.3549,0.273,0.455,0.546,0.5869500000000001,0.455,0.364
90,MU,0.3,0.355,0.31595,0.355,0.1029499999999999,0.4969999999999999,0.355,0.71,0.31595,0.355,0.38695,0.355,0.31595,0.17395,0.17395,0.2449499999999999,0.2769,0.213,0.355,0.426,0.4579499999999999,0.355,0.284
91,BUE,0.0,0.505,0.44945,0.505,0.14645,0.707,0.505,1.01,0.44945,0.505,0.55045,0.505,0.44945,0.24745,0.24745,0.34845,0.3939,0.303,0.505,0.606,0.65145,0.505,0.404
92,MI,0.0,0.505,0.44945,0.505,0.14645,0.707,0.505,1.01,0.44945,0.505,0.55045,0.505,0.44945,0.24745,0.24745,0.34845,0.3939,0.303,0.505,0.606,0.65145,0.505,0.404
93,ONVA,0.4225,0.29375,0.2614375,0.29375,0.0851875,0.41125,0.29375,0.5875,0.2614375,0.29375,0.3201875,0.29375,0.2614375,0.1439375,0.1439375,0.2026875,0.229125,0.17625,0.29375,0.3525,0.3789375,0.29375,0.235
94,AQ,0.1,0.455,0.40495,0.455,0.1319499999999999,0.637,0.455,0.91,0.40495,0.455,0.49595,0.455,0.40495,0.22295,0.22295,0.31395,0.3549,0.273,0.455,0.546,0.5869500000000001,0.455,0.364
100,RVL,0.045,0.4825,0.429425,0.4825,0.139925,0.6755,0.4825,0.965,0.429425,0.4825,0.525925,0.4825,0.429425,0.236425,0.236425,0.3329249999999999,0.37635,0.2895,0.4825,0.579,0.622425,0.4825,0.386
101,RLT,0.0,0.505,0.44945,0.505,0.14645,0.707,0.505,1.01,0.44945,0.505,0.55045,0.505,0.44945,0.24745,0.24745,0.34845,0.3939,0.303,0.505,0.606,0.65145,0.505,0.404
102,RMT,0.0,0.505,0.44945,0.505,0.14645,0.707,0.505,1.01,0.44945,0.505,0.55045,0.505,0.44945,0.24745,0.24745,0.34845,0.3939,0.303,0.505,0.606,0.65145,0.505,0.404
103,RHT,0.0,0.505,0.44945,0.505,0.14645,0.707,0.505,1.01,0.44945,0.505,0.55045,0.505,0.44945,0.24745,0.24745,0.34845,0.3939,0.303,0.505,0.606,0.65145,0.505,0.404
104,RRD,0.0,0.505,0.44945,0.505,0.14645,0.707,0.505,1.01,0.44945,0.505,0.55045,0.505,0.44945,0.24745,0.24745,0.34845,0.3939,0.303,0.505,0.606,0.65145,0.505,0.404
105,EGI,0.0,0.505,0.44945,0.505,0.14645,0.707,0.505,1.01,0.44945,0.505,0.55045,0.505,0.44945,0.24745,0.24745,0.34845,0.3939,0.303,0.505,0.606,0.65145,0.505,0.404
